Decorated function name;Undecorated function name;Average elapsed time (nanoseconds);Minimum elapsed time (nanoseconds);Maximum elapsed time (nanoseconds);Standard deviation (nanoseconds);Occurrences
?_Clear_and_reserve_geometric@?$vector@U_Grp_t@?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@@3@@std@@AEAAX_K@Z;void __cdecl std::vector<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> >::_Clear_and_reserve_geometric(unsigned __int64) __ptr64;586400;586400;586400;0;1
?_Orphan_range@?$vector@U?$pair@PEBVTimelineEntry@@PEAULocalThreadData@PackedProcessThreadRemapper@@@std@@V?$allocator@U?$pair@PEBVTimelineEntry@@PEAULocalThreadData@PackedProcessThreadRemapper@@@std@@@2@@std@@AEBAXPEAU?$pair@PEBVTimelineEntry@@PEAULocalThreadData@PackedProcessThreadRemapper@@@2@0@Z;void __cdecl std::vector<struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper::LocalThreadData * __ptr64>,class std::allocator<struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper::LocalThreadData * __ptr64> > >::_Orphan_range(struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper::LocalThreadData * __ptr64> * __ptr64,struct std::pair<class TimelineEntry const * __ptr64,struct PackedProcessThreadRemapper;586000;586000;586000;0;1
?clear@?$list@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@@std@@QEAAXXZ;void __cdecl std::list<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > >,class std::allocator<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > > >::clear(void) __ptr64;586000;586000;586000;0;1
?_Compat@?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@QEBAXAEBV12@@Z;void __cdecl std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > >::_Compat(class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > const & __ptr64)const __ptr64;585900;585900;585900;0;1
?add_options@Options@cxxopts@@QEAA?AVOptionAdder@2@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@Z;class cxxopts::OptionAdder __cdecl cxxopts::Options::add_options(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >) __ptr64;584500;584500;584500;0;1
?_Orphan_range@?$vector@UHelpOptionDetails@cxxopts@@V?$allocator@UHelpOptionDetails@cxxopts@@@std@@@std@@AEBAXPEAUHelpOptionDetails@cxxopts@@0@Z;void __cdecl std::vector<struct cxxopts::HelpOptionDetails,class std::allocator<struct cxxopts::HelpOptionDetails> >::_Orphan_range(struct cxxopts::HelpOptionDetails * __ptr64,struct cxxopts::HelpOptionDetails * __ptr64)const __ptr64;584000;584000;584000;0;1
?_Tidy@?$vector@PEAVTimelineEntry@@V?$allocator@PEAVTimelineEntry@@@std@@@std@@AEAAXXZ;void __cdecl std::vector<class TimelineEntry * __ptr64,class std::allocator<class TimelineEntry * __ptr64> >::_Tidy(void) __ptr64;584000;542600;625400;41400;2
?_Orphan_non_end@?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct `anonymous namespace'::DataPerTemplate> > >::_Orphan_non_end(void) __ptr64;583900;583900;583900;0;1
?_Orphan_non_end@?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUProcessThreadRemap@@@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessThreadRemap> > >::_Orphan_non_end(void) __ptr64;583700;583700;583700;0;1
?_Orphan_non_end@?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$shared_ptr@VOptionDetails@cxxopts@@@2@@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::shared_ptr<class cxxopts::OptionDetails> > > >::_Orphan_non_end(void) __ptr64;583500;583500;583500;0;1
??$RunFindId@VTemplateInstantiation@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MaterializeMemberFuncHandler@VFilterTimelineAnalyzer@@XU?$Group@AEBVTemplateInstantiation@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@CA_NAEBVRawEvent@234@$$QEAV?$MaterializeMemberFuncHandler@VFilterTimelineAnalyzer@@XU?$Group@AEBVTemplateInstantiation@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@$$V@1234@@Z;??$RunFindId@VTemplateInstantiation@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MaterializeMemberFuncHandler@VFilterTimelineAnalyzer@@XU?$Group@AEBVTemplateInstantiation@Activities@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@CA_NAEBVRawEvent@234@$$QEAV?$MaterializeMemberFuncHandler@VFilterTimelineAnalyzer@@XU?$Group@AEBVTemplateInstantiation@Activities@BuildInsights@Cpp@Microsoft;583200;583200;583200;0;1
?_Desired_grow_bucket_count@?$_Hash@V?$_Uset_traits@_KV?$_Uhash_compare@_KU?$hash@_K@std@@U?$equal_to@_K@2@@std@@V?$allocator@_K@2@$0A@@std@@@std@@IEBA_K_K@Z;unsigned __int64 __cdecl std::_Hash<class std::_Uset_traits<unsigned __int64,class std::_Uhash_compare<unsigned __int64,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64> >,class std::allocator<unsigned __int64>,0> >::_Desired_grow_bucket_count(unsigned __int64)const __ptr64;582500;582500;582500;0;1
?_Tidy@?$vector@U_Grp_t@?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@@3@@std@@AEAAXXZ;void __cdecl std::vector<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> >::_Tidy(void) __ptr64;581900;581900;581900;0;1
?ensure_value@OptionValue@cxxopts@@AEAAXV?$shared_ptr@$$CBVOptionDetails@cxxopts@@@std@@@Z;void __cdecl cxxopts::OptionValue::ensure_value(class std::shared_ptr<class cxxopts::OptionDetails const >) __ptr64;581700;581700;581700;0;1
?SetStringRaw@?$GenericValue@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@rapidjson@@AEAAXU?$GenericStringRef@D@2@AEAV?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@Z;void __cdecl rapidjson::GenericValue<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> >::SetStringRaw(struct rapidjson::GenericStringRef<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> & __ptr64) __ptr64;581300;581300;581300;0;1
??$_Construct_in_place@U_Container_proxy@std@@PEAU_Container_base12@2@@std@@YAXAEAU_Container_proxy@0@$$QEAPEAU_Container_base12@0@@Z;??$_Construct_in_place@U_Container_proxy@std@@PEAU_Container_base12@2@@std@@YAXAEAU_Container_proxy@0@$$QEAPEAU_Container_base12@0@@Z;581005;344900;4047900;841916;18
??4_Iterator_base12@std@@QEAAAEAU01@AEBU01@@Z;struct std::_Iterator_base12 & __ptr64 __cdecl std::_Iterator_base12::operator=(struct std::_Iterator_base12 const & __ptr64) __ptr64;580836;522700;654900;38175;11
?_Orphan_range@?$vector@U_Grp_t@?$_Tgt_state_t@PEBD@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@PEBD@std@@@3@@std@@AEBAXPEAU_Grp_t@?$_Tgt_state_t@PEBD@2@0@Z;void __cdecl std::vector<struct std::_Tgt_state_t<char const * __ptr64>::_Grp_t,class std::allocator<struct std::_Tgt_state_t<char const * __ptr64>::_Grp_t> >::_Orphan_range(struct std::_Tgt_state_t<char const * __ptr64>::_Grp_t * __ptr64,struct std::_Tgt_state_t<char const * __ptr64>::_Grp_t * __ptr64)const __ptr64;580000;580000;580000;0;1
??$_Verify_range@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@std@@@std@@YAXQEBV?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$unordered_set@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@@2@@std@@@std@@@std@@@0@0@Z;void __cdecl std::_Verify_range<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::unordered_set<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,struct std::hash<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > >,struct std::equal_to<class std::basic_string<char,struct s;578900;578900;578900;0;1
??$try_emplace@UDataPerTemplate@?A0x5cdd232a@@@?$unordered_map@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@2@@std@@QEAA?AU?$pair@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@std@@@std@@@std@@_N@1@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@$$QEAUDataPerTemplate@?A0x5cdd232a@@@Z;??$try_emplace@UDataPerTemplate@?A0x5cdd232a@@@?$unordered_map@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@U?$hash@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@U?$equal_to@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UDataPerTemplate@?A0x5cdd232a@@@std@@@2@@std@@QEAA?AU?$pair@V?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$p;578600;578600;578600;0;1
?_Change_array@?$vector@V?$sub_match@PEBD@std@@V?$allocator@V?$sub_match@PEBD@std@@@2@@std@@AEAAXQEAV?$sub_match@PEBD@2@_K1@Z;void __cdecl std::vector<class std::sub_match<char const * __ptr64>,class std::allocator<class std::sub_match<char const * __ptr64> > >::_Change_array(class std::sub_match<char const * __ptr64> * __ptr64 const,unsigned __int64,unsigned __int64) __ptr64;578100;578100;578100;0;1
?_Desired_grow_bucket_count@?$_Hash@V?$_Umap_traits@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@V?$_Uhash_compare@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@U?$hash@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@U?$equal_to@V?$shared_ptr@VOptionDetails@cxxopts@@@std@@@2@@2@V?$allocator@U?$pair@$$CBV?$shared_ptr@VOptionDetails@cxxopts@@@std@@VOptionValue@cxxopts@@@std@@@2@$0A@@std@@@std@@IEBA_K_K@Z;unsigned __int64 __cdecl std::_Hash<class std::_Umap_traits<class std::shared_ptr<class cxxopts::OptionDetails>,class cxxopts::OptionValue,class std::_Uhash_compare<class std::shared_ptr<class cxxopts::OptionDetails>,struct std::hash<class std::shared_ptr<class cxxopts::OptionDetails> >,struct std::equal_to<class std::shared_ptr<class cxxopts::OptionDetails> > >,class std::allocator<struct std::pair<class std::shared_ptr<class cxxopts::OptionDetails> const ,class cxxopts::OptionValue> >,0> >::_Desired_gro;577900;577900;577900;0;1
??0?$GenericValue@U?$UTF8@D@rapidjson@@V?$MemoryPoolAllocator@VCrtAllocator@rapidjson@@@2@@rapidjson@@QEAA@U?$GenericStringRef@D@1@@Z;__cdecl rapidjson::GenericValue<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> >::GenericValue<struct rapidjson::UTF8<char>,class rapidjson::MemoryPoolAllocator<class rapidjson::CrtAllocator> >(struct rapidjson::GenericStringRef<char>) __ptr64;577400;577400;577400;0;1
?_Tidy_deallocate@?$basic_string@_WU?$char_traits@_W@std@@V?$allocator@_W@2@@std@@AEAAXXZ;void __cdecl std::basic_string<wchar_t,struct std::char_traits<wchar_t>,class std::allocator<wchar_t> >::_Tidy_deallocate(void) __ptr64;577400;577400;577400;0;1
?_Orphan_range@?$vector@_KV?$allocator@_K@std@@@std@@AEBAXPEA_K0@Z;void __cdecl std::vector<unsigned __int64,class std::allocator<unsigned __int64> >::_Orphan_range(unsigned __int64 * __ptr64,unsigned __int64 * __ptr64)const __ptr64;576900;576900;576900;0;1
?_Change_array@?$vector@UHelpOptionDetails@cxxopts@@V?$allocator@UHelpOptionDetails@cxxopts@@@std@@@std@@AEAAXQEAUHelpOptionDetails@cxxopts@@_K1@Z;void __cdecl std::vector<struct cxxopts::HelpOptionDetails,class std::allocator<struct cxxopts::HelpOptionDetails> >::_Change_array(struct cxxopts::HelpOptionDetails * __ptr64 const,unsigned __int64,unsigned __int64) __ptr64;575500;575500;575500;0;1
??$construct@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@AEBUpiecewise_construct_t@2@V?$tuple@$$QEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@2@@?$_Default_allocator_traits@V?$allocator@U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@PEAX@std@@@std@@@std@@SAXAEAV?$allocator@U?$_List_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@PEAX@std@@@1@QEAU?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@1@AEBUpiecewise_construct_t@1@$$QEAV?$tuple@$$QEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@$$QEAV?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@1@@Z;??$construct@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@AEBUpiecewise_construct_t@2@V?$tuple@$$QEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@2@V?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@2@@?$_Defa;574900;574900;574900;0;1
??$?0AEBU?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@U_Zero_then_variadic_args_t@1@@?$_Compressed_pair@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$_Compressed_pair@V?$allocator@U?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@PEAX@std@@@std@@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@@std@@@2@$00@2@$00@std@@QEAA@U_One_then_variadic_args_t@1@AEBU?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@$$QEAU_Zero_then_variadic_args_t@1@@Z;??$?0AEBU?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@U_Zero_then_variadic_args_t@1@@?$_Compressed_pair@U?$less@V?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$_Compressed_pair@V?$allocator@U?$_Tree_node@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@PEAX@std@@@std@@V?$_Tree_val@U?$_Tree_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxx;574800;574800;574800;0;1
??0?$_Vector_val@U?$_Simple_types@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V12@@std@@@std@@@std@@@std@@@std@@@std@@QEAA@XZ;__cdecl std::_Vector_val<struct std::_Simple_types<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > > > > > >::_Vector_val<struct std::_Simple_types<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basi;574700;297200;852200;277500;2
?_Add_class@?$_Builder@PEBDDV?$regex_traits@D@std@@@std@@QEAAXXZ;void __cdecl std::_Builder<char const * __ptr64,char,class std::regex_traits<char> >::_Add_class(void) __ptr64;573800;573800;573800;0;1
?_Orphan_range@?$vector@V?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@V?$allocator@V?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@@std@@@std@@AEBAXPEAV?$RawPtrWrapper@VIAnalyzer@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@0@Z;void __cdecl std::vector<class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer>,class std::allocator<class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> > >::_Orphan_range(class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer> * __ptr64,class Microsoft::Cpp::BuildInsights::Internal::RawPtrWrapper<class Microsoft::Cpp::BuildInsights::IAnalyzer>;573200;573200;573200;0;1
??$_Debug_lt_pred@AEAV<lambda_a33a5b45400f41721695e6a519a2a4eb>@@AEAUDataPerFunction@?A0x5f10505a@@AEAU23@$0A@@std@@YA_NAEAV<lambda_a33a5b45400f41721695e6a519a2a4eb>@@AEAUDataPerFunction@?A0x5f10505a@@1@Z;bool __cdecl std::_Debug_lt_pred<class <lambda_a33a5b45400f41721695e6a519a2a4eb> & __ptr64,struct `anonymous namespace'::DataPerFunction & __ptr64,struct A0x5f10505a::DataPerFunction & __ptr64,0>(class <lambda_a33a5b45400f41721695e6a519a2a4eb> & __ptr64,struct `anonymous namespace'::DataPerFunction & __ptr64,struct `anonymous namespace'::DataPerFunction & __ptr64);572400;572400;572400;0;1
