Decorated function name;Undecorated function name;Total elapsed time (nanoseconds);Average elapsed time (nanoseconds);Occurrences
??$emplace_back@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@QEAA@$$QEAV?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@1@@Z;??$emplace_back@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@QEAA@$$QEAV?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@1@@Z;905628;452814;2
??$Run@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@AEA_NAEBVEventStack@345@AEA_KV?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@2345@VFrontEndFile@Activities@345@@Internal@BuildInsights@Cpp@Microsoft@@SA_NAEBVRawEvent@234@$$QEAV?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@@1234@AEA_NAEBVEventStack@234@AEA_K$$QEAV?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@1234@$$QEAVFrontEndFile@Activities@234@@Z;??$Run@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Gro;452814;452814;1
?max_size@?$list@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@V?$allocator@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@@2@@std@@QEBA_KXZ;unsigned __int64 __cdecl std::list<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> >,class std::allocator<class std::chrono::duration<__int64,struct std::ratio<1,1000000000> > > > >,class std::allocator<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,class std::vector<class std::chrono::duration;905219;452609;2
??0?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@QEAA@AEBV01@@Z;__cdecl std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >(class std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > > const & __ptr64) __ptr64;452404;452404;1
??$Run@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VBuildTimelineAnalyzer@@XU?$Group@AEBVFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@AEBVSymbolName@SimpleEvents@345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@VSymbolName@SimpleEvents@345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@AEA_NAEBVEventStack@345@AEA_KV?$MaterializeMemberFuncHandler@VBuildTimelineAnalyzer@@XU?$Group@AEBVFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@AEBVSymbolName@SimpleEvents@345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@2345@VSymbolName@SimpleEvents@345@@Internal@BuildInsights@Cpp@Microsoft@@SA_NAEBVRawEvent@234@$$QEAV?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VBuildTimelineAnalyzer@@XU?$Group@AEBVFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@AEBVSymbolName@SimpleEvents@345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@VSymbolName@SimpleEvents@345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@@1234@AEA_NAEBVEventStack@234@AEA_K$$QEAV?$MaterializeMemberFuncHandler@VBuildTimelineAnalyzer@@XU?$Group@AEBVFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@AEBVSymbolName@SimpleEvents@345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@1234@$$QEAVSymbolName@SimpleEvents@234@@Z;??$Run@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VBuildTimelineAnalyzer@@XU?$Group@AEBVFrontEndPass@Activities@BuildInsights@Cpp@Microsoft@@AEBVSymbolName@SimpleEvents@345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndPass@Activities@BuildInsights@Cpp@Microsoft;452404;452404;1
?_Floor_of_log_2@std@@YAK_K@Z;unsigned long __cdecl std::_Floor_of_log_2(unsigned __int64);3166828;452404;7
?end@?$list@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@V?$allocator@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@2@@std@@QEAA?AV?$_List_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KUEntryWithLocalThreadIdOffsetMaxChildOffset@ProcessIdThreadIdRecalculation@@@std@@@std@@@std@@@2@XZ;class std::_List_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset> > > > __cdecl std::list<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset>,class std::allocator<struct std::pair<unsigned __int64 const ,struct ProcessIdThreadIdRecalculation::EntryWithLocalThreadIdOffsetMaxChildOffset> > >::end(void);451993;451993;1
??$HandleMatchedEvent@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@QEAAX$$QEAVFrontEndFile@Activities@345@AEA_NAEBVEventStack@345@_K$$QEAV?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@2345@@Z;??$HandleMatchedEvent@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@Bui;451993;451993;1
??$emplace_back@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEBV12@@?$vector@VKeyValue@cxxopts@@V?$allocator@VKeyValue@cxxopts@@@std@@@std@@QEAA@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@1@0@Z;__cdecl std::vector<class cxxopts::KeyValue,class std::allocator<class cxxopts::KeyValue> >::emplace_back<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64>(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const & __ptr64,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > con;451583;451583;1
??$_Construct_in_place@PEAU?$_List_node@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@PEAX@std@@AEBQEAU12@@std@@YAXAEAPEAU?$_List_node@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@PEAX@0@AEBQEAU10@@Z;void __cdecl std::_Construct_in_place<struct std::_List_node<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > >,void * __ptr64> * __ptr64,struct std::_List_node<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > >,void * __ptr64> * __ptr64 const & __ptr64>(struct std::_List_node<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator;451583;451583;1
??1?$vector@U_Grp_t@?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@V?$allocator@U_Grp_t@?$_Tgt_state_t@V?$_String_const_iterator@V?$_String_val@U?$_Simple_types@D@std@@@std@@@std@@@std@@@3@@std@@QEAA@XZ;__cdecl std::vector<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t> >::~vector<struct std::_Tgt_state_t<class std::_String_const_iterator<class std::_String_val<struct std::_Simple_types<char> > > >::_Grp_t,class std::allocator<struct std::_Tgt_state_t<class std::_String_const_it;451172;451172;1
??$?0V?$tuple@$$QEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@1@$0A@$$Z$0A@@?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@QEAA@AEAV?$tuple@$$QEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@AEAV?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@1@U?$integer_sequence@_K$0A@@1@2@Z;??$?0V?$tuple@$$QEAV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$tuple@$$QEAV?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@std@@@1@$0A@$$Z$0A@@?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@V?$vector@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@V?$allocator@V?$duration@_JU?$ratio@$00$0DLJKMKAA@@std@@@chrono@std@@@3@@2@@std@@QEAA@AEAV?$tuple@$$QEAV?$basic;450762;450762;1
??$?0V?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$tuple@$$V@1@$0A@$$Z$S@?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@QEAA@AEAV?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@AEAV?$tuple@$$V@1@U?$integer_sequence@_K$0A@@1@U?$integer_sequence@_K$S@1@@Z;??$?0V?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@std@@V?$tuple@$$V@1@$0A@$$Z$S@?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UHelpGroupDetails@cxxopts@@@std@@QEAA@AEAV?$tuple@AEBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@@1@AEAV?$tuple@$$V@1@U?$integer_sequence@_K$0A@@1@U?$integer_sequence@_K$S@1@@Z;450351;450351;1
?_Init@?$wstring_convert@V?$codecvt_utf8@_W$0BAPPPP@$0A@@std@@_WV?$allocator@_W@2@V?$allocator@D@2@@std@@AEAAXPEBV?$codecvt_utf8@_W$0BAPPPP@$0A@@2@@Z;void __cdecl std::wstring_convert<class std::codecvt_utf8<wchar_t,1114111,0>,wchar_t,class std::allocator<wchar_t>,class std::allocator<char> >::_Init(class std::codecvt_utf8<wchar_t,1114111,0> const * __ptr64) __ptr64;449530;449530;1
??$Run@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@@Internal@BuildInsights@Cpp@Microsoft@@AEA_NAEBVEventStack@345@AEA_KV?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@SA_NAEBVRawEvent@234@$$QEAV?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@@1234@AEA_NAEBVEventStack@234@AEA_K$$QEAV?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@1234@@Z;??$Run@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventImpl@V?$MatchEventFixedHandler@U?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?;449120;449120;1
??1?$vector@UDataPerFile@FileInclusionTimesExporter@@V?$allocator@UDataPerFile@FileInclusionTimesExporter@@@std@@@std@@QEAA@XZ;__cdecl std::vector<struct FileInclusionTimesExporter::DataPerFile,class std::allocator<struct FileInclusionTimesExporter::DataPerFile> >::~vector<struct FileInclusionTimesExporter::DataPerFile,class std::allocator<struct FileInclusionTimesExporter::DataPerFile> >(void) __ptr64;448709;448709;1
?_Take_contents@?$_Vector_val@U?$_Simple_types@VKeyValue@cxxopts@@@std@@@std@@QEAAXAEAV12@@Z;void __cdecl std::_Vector_val<struct std::_Simple_types<class cxxopts::KeyValue> >::_Take_contents(class std::_Vector_val<struct std::_Simple_types<class cxxopts::KeyValue> > & __ptr64) __ptr64;447888;447888;1
??0?$vector@UDataPerFile@FileInclusionTimesExporter@@V?$allocator@UDataPerFile@FileInclusionTimesExporter@@@std@@@std@@QEAA@XZ;__cdecl std::vector<struct FileInclusionTimesExporter::DataPerFile,class std::allocator<struct FileInclusionTimesExporter::DataPerFile> >::vector<struct FileInclusionTimesExporter::DataPerFile,class std::allocator<struct FileInclusionTimesExporter::DataPerFile> >(void) __ptr64;447477;447477;1
?_Become_small@?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@AEAAXXZ;void __cdecl std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::_Become_small(void) __ptr64;447067;447067;1
??1?$_Hash_vec@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CBV?$basic_string@DU?$char_traits@D@std@@V?$allocator@D@2@@std@@UFileCompilationData@@@std@@@std@@@std@@@std@@@std@@@std@@QEAA@XZ;__cdecl std::_Hash_vec<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const ,struct FileCompilationData> > > > > >::~_Hash_vec<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > co;447067;447067;1
??0?$vector@UDataPerFunction@FunctionCompilationsExporter@@V?$allocator@UDataPerFunction@FunctionCompilationsExporter@@@std@@@std@@QEAA@XZ;__cdecl std::vector<struct FunctionCompilationsExporter::DataPerFunction,class std::allocator<struct FunctionCompilationsExporter::DataPerFunction> >::vector<struct FunctionCompilationsExporter::DataPerFunction,class std::allocator<struct FunctionCompilationsExporter::DataPerFunction> >(void) __ptr64;446656;446656;1
?_Tidy@?$_Hash_vec@V?$allocator@V?$_List_unchecked_iterator@V?$_List_val@U?$_List_simple_types@U?$pair@$$CB_KV?$unordered_map@_KV?$vector@_KV?$allocator@_K@std@@@std@@U?$hash@_K@2@U?$equal_to@_K@2@V?$allocator@U?$pair@$$CB_KV?$vector@_KV?$allocator@_K@std@@@std@@@std@@@2@@std@@@std@@@std@@@std@@@std@@@std@@@std@@QEAAXXZ;void __cdecl std::_Hash_vec<class std::allocator<class std::_List_unchecked_iterator<class std::_List_val<struct std::_List_simple_types<struct std::pair<unsigned __int64 const ,class std::unordered_map<unsigned __int64,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> >,struct std::hash<unsigned __int64>,struct std::equal_to<unsigned __int64>,class std::allocator<struct std::pair<unsigned __int64 const ,class std::vector<unsigned __int64,class std::allocator<unsigned __int64> > > ;446246;446246;1
??1?$vector@U_Loop_vals_t@std@@V?$allocator@U_Loop_vals_t@std@@@2@@std@@QEAA@XZ;__cdecl std::vector<struct std::_Loop_vals_t,class std::allocator<struct std::_Loop_vals_t> >::~vector<struct std::_Loop_vals_t,class std::allocator<struct std::_Loop_vals_t> >(void) __ptr64;446246;446246;1
??1?$list@U?$pair@$$CB_KU?$pair@KK@std@@@std@@V?$allocator@U?$pair@$$CB_KU?$pair@KK@std@@@std@@@2@@std@@QEAA@XZ;__cdecl std::list<struct std::pair<unsigned __int64 const ,struct std::pair<unsigned long,unsigned long> >,class std::allocator<struct std::pair<unsigned __int64 const ,struct std::pair<unsigned long,unsigned long> > > >::~list<struct std::pair<unsigned __int64 const ,struct std::pair<unsigned long,unsigned long> >,class std::allocator<struct std::pair<unsigned __int64 const ,struct std::pair<unsigned long,unsigned long> > > >(void) __ptr64;446246;446246;1
??0?$abstract_value@_N@values@cxxopts@@QEAA@PEA_N@Z;__cdecl cxxopts::values::abstract_value<bool>::abstract_value<bool>(bool * __ptr64) __ptr64;445835;445835;1
??$?RVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@@?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft@@QEAA_NAEA_NAEBVEventStack@345@_K$$QEAV?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@2345@$$QEAVFrontEndFile@Activities@345@@Z;??$?RVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@@?$MatchEventAndContinue@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@$$V@?$MatchEventStackImpl@V?$MaterializeMemberFuncHandler@VFileInclusionsAnalyzer@@XU?$Group@AEBVFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@AEBV12345@@Internal@BuildInsights@Cpp@Microsoft@@$$V@Internal@BuildInsights@Cpp@Microsoft@@U?$Group@VFrontEndFile@Activities@BuildInsights@Cpp@Microsoft@@V12345@@2345@U?$Group@$$V@2345@@Internal@BuildInsights@Cpp@Microsoft;445425;445425;1
